"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",11,0,2,3,10,9,9,10,11,9,11,11,9,11,11,9,12
"dtr",2,12,11,10,3,3,1,3,1,4,3,1,3,1,1,4,2
"pet",0,12,10,11,4,6,2,1,3,1,2,9,4,1,1,4,1
"PETminusPRE",0,12,10,10,2,5,6,1,7,5,5,7,2,1,1,3,1
"pre",11,0,3,3,10,7,5,11,5,7,7,5,12,11,11,10,11
"tmn",0,4,3,7,12,11,7,3,9,0,5,10,6,2,1,10,3
"tmp",0,6,6,8,11,7,4,2,7,1,5,10,4,2,1,5,2
"tmx",0,10,8,9,8,6,3,1,5,1,3,10,3,2,1,6,0
"vap",0,2,0,5,12,9,10,2,9,2,6,10,6,2,1,10,5
"wet",10,0,3,3,10,7,7,11,5,3,8,4,11,11,10,10,11
"PDSI_prewhiten",10,0,2,6,6,9,7,10,5,9,10,7,11,8,8,9,11
