"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",9,1,5,7,10,6,0,11,4,3,6,11,2,9,10,6,7
"dtr",5,9,2,1,8,4,11,2,5,7,4,5,13,4,4,9,3
"pet",7,11,5,5,6,2,9,2,6,11,5,4,10,5,3,3,2
"PETminusPRE",8,10,6,4,10,3,11,4,12,13,3,7,7,3,3,9,2
"pre",6,5,8,12,4,10,3,10,2,1,11,7,7,13,10,5,11
"tmn",9,6,7,6,1,3,2,9,2,10,7,5,6,3,5,1,8
"tmp",9,7,4,3,4,2,2,3,2,9,8,4,7,3,6,2,5
"tmx",6,9,3,1,4,1,3,2,2,9,5,5,10,4,3,4,3
"vap",9,5,2,4,2,9,0,6,3,5,8,9,3,2,8,5,11
"wet",7,3,9,11,7,10,3,9,1,1,11,7,8,13,11,5,11
"PDSI_prewhiten",5,6,11,13,6,9,4,2,5,4,12,11,10,10,9,8,12
