"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",4,5,7,0,10,12,10,13,12,7,3,12,4,13,11,12,1
"dtr",12,12,11,10,3,1,7,2,1,5,2,0,11,4,4,0,1
"pet",12,6,2,11,7,2,2,0,1,5,2,1,10,0,1,0,6
"PETminusPRE",8,6,10,9,3,3,8,6,1,9,5,0,12,0,1,0,0
"pre",6,9,4,5,11,10,6,6,13,5,6,13,2,13,11,14,14
"tmn",13,3,6,14,13,8,7,6,11,9,3,1,12,0,5,5,10
"tmp",13,7,10,14,12,5,8,4,9,9,3,1,10,0,3,2,3
"tmx",13,8,10,12,11,4,5,3,7,7,3,1,10,0,3,1,0
"vap",14,12,14,14,13,6,12,14,14,11,5,2,9,0,8,9,8
"wet",8,7,4,6,12,9,10,7,13,4,4,14,3,11,13,14,14
"PDSI_prewhiten",4,4,3,7,12,13,11,6,11,5,6,14,3,14,12,14,14
